legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
34,Where did the brown v board of education take place?,"Brown v. Board of Education National Historic Site ""Brown v. Board of Education"" National Historic Site was established in Topeka, Kansas, on October 26, 1992, by the United States Congress to commemorate the landmark U.S. Supreme Court decision aimed at ending racial segregation in public schools. On May 17, 1954, the Supreme Court unanimously declared that ""separate educational facilities are inherently unequal"" and, as such, violated the 14th Amendment to the United States Constitution, which guarantees all citizens ""equal protection of the laws."" The site consists of the Monroe Elementary School, one of the four segregated elementary schools for African

Brown v. Board of Education Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark United States Supreme Court case in which the Court declared state laws establishing separate public schools for black and white students to be unconstitutional. The decision effectively overturned the ""Plessy v. Ferguson"" decision of 1896, which allowed state-sponsored segregation, insofar as it applied to public education. Handed down on May 17, 1954, the Warren Court's unanimous (9–0) decision stated that ""separate educational facilities are inherently unequal."" As a result, ""de jure"" racial segregation was ruled a violation of the Equal Protection

Jones, Lance Newman, and Gloria Thompson. The U.S. Supreme Court's ruling in 1954, ""Brown v. Board of Education of Topeka"", Kansas had struck down the previous ruling on racial segregation ""Plessy v. Ferguson"" that held that facilities could be racially ""separate but equal."" ""Brown v. Board of Education"" ruled that ""racially separate educational facilities were inherently unequal."" The elected Arlington County School Board presumed that the state would defer to localities and in January 1956 announced plans to integrate Arlington schools. The state responded by suspending the county's right to an elected school board. The Arlington County Board, the ruling","Brown v. Board of Education of Topeka, KS, was handed down on May 17, 1954.",Cat4,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat4,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat4,PASS,FAIL,CLEAR,ENTAILED,Cat4,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
35,The Crocs River is a tributary of a river given what nickname?,"The Crocs River (French: Rivière des Crocs) is a tributary of the Saint John River (Bay of Fundy), in Quebec and New Brunswick, in Canada. It has been nicknamed the ""Rhine of North America"" for its scenery.",The Saint John River (Bay of Fundy) is in New Brunswick.,Cat1,SUPPORTED,PASS,FAIL,AMBIGUOUS,AMBIGUOUS,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
36,Who played in the world series in 1989?,"champion Oakland A's, who won 104 games. The Twins eventually sank towards the bottom of the standings, finishing last in 1990. In 1991, the Twins returned to the playoffs by beating the Blue Jays in the ALCS and winning what many call the greatest World Series ever played over the Atlanta Braves. The 1987 World Series featured at least two players who would go on to win ""Manager of the Year"" awards. The Twins' Don Baylor won it in 1995 for his work with the Colorado Rockies while the Cardinals' Tony Peña won it in 2003 for his work with

1989 World Series The 1989 World Series was the 86th edition of Major League Baseball's championship series, and the conclusion of the 1989 Major League Baseball season. A best-of-seven playoff, it was played between the American League (AL) champion Oakland Athletics and the National League (NL) champion San Francisco Giants. The Series ran from October 14 through October 28, with the Athletics sweeping the Giants in four games. It was the first World Series sweep since 1976. The four game sweep by the Athletics at the time would mark only the third time in World Series history that a team

1987 World Series The 1987 World Series was the 84th edition of Major League Baseball's championship series, and the conclusion of the 1987 Major League Baseball season. It was a best-of-seven playoff played between the American League (AL) champion Minnesota Twins and the National League (NL) champion St. Louis Cardinals. The Twins defeated the Cardinals four games to three to win the Series. Twins pitcher Frank Viola was named as the 1987 World Series MVP. Minnesota was victorious in a World Series that was the first to feature games played indoors. It was also the first World Series in which",A maximum of seven games could be played in the 1989 World Series playoff.,Cat3,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
37,"Who partnered with the writer of ""Brooklyn By The Sea"" to write the song ""A Teenager in Love""?","""A Teenager in Love"" is a song written by Doc Pomus and partner Mort Shuman and was originally sung and released by Dion and the Belmonts in March 1959. He also wrote and sang many songs in French, such as ""Le Lac Majeur"", ""Allo Papa Tango Charlie"", ""Sha Mi Sha"", ""Un Eté de Porcelaine"", and ""Brooklyn by the Sea"" which became hits in France.",Mort Shuman partnered with Doc Pomus.,Cat7,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
38,Which of the two major peninsulas that make up the state of Michigan contains the M-69 Highway?,M-69 is an east–west state trunkline highway in the Upper Peninsula (UP) of the U.S. state of Michigan.The Upper Peninsula is the northern of the two major peninsulas that make up the U.S. state of Michigan.,M-69 Highway is located on Upper Michigan Peninsula.,Cat1,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
39,"Who was born first, Franco Malerba or Wubbo Ockels?","Franco Egidio Malerba (born October 10, 1946, in Busalla, Metropolitan City of Genoa, Italy) is an astronaut.Wubbo Johannes Ockels (28 March 1946 – 18 May 2014) was a Dutch physicist and an astronaut of the European Space Agency (ESA).",Franco Egidio Malerba was born first.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat5,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat5,PASS,PASS,CLEAR,CONTRADICTED,Cat5,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY
40,What nationality is the actress who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy ?," The series also starred Joey Slotnick as Eliot's best friend Sam Sloan, Ming-Na Wen as Sam's wife Trudy and Ernest Borgnine as doorman Manny, throughout its entire run.Ming-Na Wen (; born November 20, 1963) is an American actress.",Trudy's nationality in The Single Guy is never explicitly revealed.,Cat2,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,PASS,CLEAR,CONTRADICTED,Cat2,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
41,"What was the screenplay novelist, Caroline Thompson, base in an Victorian era village for Victor and Emily?","Caroline Thompson (born April 23, 1956) is an American novelist, screenwriter, film director, and producer. She wrote the screenplays for Tim Burton's films ""Edward Scissorhands"", ""The Nightmare Before Christmas"", and ""Corpse Bride"".Corpse Bride is a 2005 British-American stop-motion-animated musical fantasy film directed by Mike Johnson and Tim Burton with a screenplay by John August, Caroline Thompson and Pamela Pettler based on characters created by Burton and Carlos Grangel. The plot is set in a fictional Victorian era village in Europe. ""Corpse Bride"" is the third stop-motion feature film produced by Burton and the first directed by him (the previous two films, ""The Nightmare Before Christmas"" and ""James and the Giant Peach"", were directed by Henry Selick).",The events concerning Victor and Emily occur after the Victorian era.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat4,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat4,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
42,"Which is a heavy metal band, Gary Braver or System of a Down?","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an Armenian-American heavy metal band from Glendale, California, formed in 1994.Gary Goshgarian known by his pen name Gary Braver is an English professor at Northeastern University (Boston), United States, where he teaches courses in science fiction, modern bestsellers, horror fiction, and fiction writing.",Gary Braver is not a heavy metal band.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
43,United 300 and 300 were both made in what country?,"United 300 is an American short film that parodies ""United 93"" (2006) and ""300"" (2007).300 is a 2006 American epic war film based on the 1998 comic series ""300"" by Frank Miller and Lynn Varley.",300 was made in a country.,Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
44,What was the original name of the gazette that publishes Lytham St Annes Express?," It is published by the Blackpool Gazette and therefore owned by Johnson Press. It was founded as ""The West Lancashire Evening Gazette"" in 1929 before being renamed the ""Evening Gazette"", and then ""Blackpool Gazette"".",The West Lancashire Evening Gazette is part of the Newsquest media group.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
45,"KXI75 is an older NOAA Weather Radio station that serves parts of the north Georgia mountains with 300 watts on 162.475 MHz from a location near Blue Ridge, Georgia, it is now simulcast on newer station KXI22 located atop the highest point in the U.S. state of Georgia, near Young Harris is called?"," It is now simulcast on newer station KXI22 located atop Brasstown Bald near Young Harris, Georgia, and the two cover much of the Blue Ridge Mountains in the far north-central part of the state.Brasstown Bald is the highest point in the U.S. state of Georgia.","Brasstown Bald has an elevation of 4,784 feet.",Cat6,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
46,Martin & Orloff is a film featuring a cast member who also voiced Crane in what film franchise?,"Martin & Orloff is a 2002 feature film written by and starring Matt Walsh and Ian Roberts (Walsh & Roberts are best known as half of the Upright Citizens Brigade comedy troupe) along with Ian's wife Katie Roberts. The film was produced and directed by Lawrence Blume and features an ensemble cast of alternative comedians including H. Jon Benjamin, David Cross, Andy Richter, Matt Besser, Amy Poehler, Tina Fey, Janeane Garofalo and Rachel Dratch, as well as actress Kim Raver as Orloff's girlfriend.David Cross (born April 4, 1964) is an American stand-up comedian, actor, director and writer, known primarily for his stand-up performances, the HBO sketch comedy series ""Mr. Show"", and his role as Tobias Fünke in the sitcom ""Arrested Development"". Cross created, wrote, executive produced, and starred in ""The Increasingly Poor Decisions of Todd Margaret"", developed and had a prominent role in ""Freak Show"", appeared on ""Modern Family"", portrayed Ian Hawke in the ""Alvin and the Chipmunks"" film franchise, and voiced Crane in the ""Kung Fu Panda"" film franchise.",Po Ping is a giant panda.,Cat1,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
47,"Which American guitarist and bluegrass musician from Danville, Virginia did Rebecca Rippy play or share the stage with?"," She has played or shared the stage with such well-known acts and artists as REM producer Don Dixon, Leon Russell, Lucy Kaplansky, Tony Rice, Donna the Buffalo, Jim Lauderdale, Bill Mallonee and the Vigilantes of Love, blues legend Tinsley Ellis, John Cowan, Rhonda Vincent, Danielle Howle, and Old Crow Medicine Show, and has become a regular performer at such prestigious songwriter venues as the Bluebird Café in Nashville, TN, and at the Neighborhood Theater in Charlotte, NC.Tony Rice (born David Anthony Rice, June 8, 1951, Danville, Virginia, United States) is an American guitarist and bluegrass musician.",Tony Rice is included among the several well-known acts and artists.,Cat3,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
48,Which child actress began her career in 2006 and also stared in the television series The Emperor: Owner of the Mask?,"The Emperor: Owner of the Mask () is a South Korean television series starring Yoo Seung-ho, Kim So-hyun, Kim Myung-soo, Yoon So-hee, Heo Joon-ho and Park Chul-min. She began her career as a child actress in 2006 and initially gained public attention for playing a villainous young queen-to-be in ""Moon Embracing the Sun"" (2012) and a girl who falls into tragedy in ""Missing You"" (2013).",The child actress began her career in 2006.,Cat4,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
49,St James Street appears as a segment of Whitecross Street on the 1610 map of the Monmouth by an English historian best known as a mapmaker of what perior?,"St James Street is a historic street in the town centre of Monmouth, Monmouthshire, Wales. It appears as a segment of Whitecross Street on the 1610 map of the town by cartographer John Speed and is within the medieval town walls.John Speed (1551 or 1552 – 28 July 1629) was an English cartographer and historian. He is the best known English mapmaker of the Stuart period.",The Stuart period included the English Civil War.,Cat1,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
50,"Rock im Park 2001 is a live album and DVD by the American nu metal band Limp Bizkit, released in 2008,  it features a performance from June 1, 2001 by the band at which festival in Nuremberg, that are two simultaneous rock music festivals held annually?"," Released in 2008, it features a performance from June 1, 2001 by the band at the Rock im Park festival in Nuremberg, Germany.The Rock am Ring (German: ""Rock at the Ring"" ) and Rock im Park (German: ""Rock in the Park"" ) festivals are two simultaneous rock music festivals held annually.",Rock am Ring is one of the largest music festivals in the world.,Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
