legacy_id,factoid,old_category,final_category,old_support,final_support,final_eligibility,action,changed_dimensions,final_label_source
618,Baroness's albums are named after colors.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
619,MTV must extract every distinct factual statement present in the input.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
620,"Teams from the same zone play each other twice, totaling 12 matches in the zone.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
621,Kristofferson is one of the most recognized artists in folk music.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
622,R2Bees was formed in 2007.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
623,The United States Supreme Court hears a limited number of cases each year.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
624,Clark County is the most populous county in the United States without a major league sports team.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
625,Naughty Dog only develops video games for PlayStation 4.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
626,Heidi Newfield is not of the same nationality as Tim Rushlow.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
627,MTV must not omit any statements regardless of their factual accuracy.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
628,"The song ""Anything You Can Do (I Can Do Better)"" is a duet.",Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
629,Early Work is the only poetry collection written by Patti Smith.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
630,"The structure of Proctor, North Carolina is different from the structure of Fontana Lake.",Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
631,Miloš Forman is not from Great Britain.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
632,In These Times was founded by James Weinstein.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
633,The town of Gorham is located along the Presumpscot River.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
634,The year is 1984.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
635,Isabelle Mergault has directed several other films.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
636,Dolly Parton has released at least 24 solo studio albums.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
637,Both are from the United Kingdom.,Cat3,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
638,The guest appearance was not by Faisal Hakeem alone.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
639,The song is performed when Joseph is at his lowest point.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
640,"For each heartbeat, blood pressure varies between systolic and diastolic pressures.",Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
641,Abraham Roqueñi Iglesias defeated Andy Souwer in 2015.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
642,"In the early 1990s, most states phased out actual stamps in favor of a specialized credit card system known as Electronic Benefit Transfer (EBT).",Cat3,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
643,The latest recipient of The European Film Award for Best Actor was released in 2014.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
644,Apple TV is a client device for content CompactFlash Type LXXVI.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
645,Richard Conte was not in Ocean's 11.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
646,Riccardo Cocchi is a person.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
647,Frank Butler can bake a pie better than Annie Oakley.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
648,"""Bette Davis Eyes"" spent five weeks at No. 1 on the Billboard Hot 100.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
649,Conor McGregor was born in 1988.,Cat6,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
650,The conference was not formed in 1962.,Cat2,Cat2,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
651,"During the song, they argue about who can sing higher.",Cat5,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
652,The Medal of Honor is the highest military decoration.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
653,Give My Regards to Broad Street was not a television project.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
654,Greenland is the world's largest island.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
655,The World's Best Prom is a non-fiction movie.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
656,"The Native Summer Games were held in Enoch, Alberta, Canada in 1971.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
657,Teri W. Odom is a member of the editorial advisory board of Chemical Physics Letters.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
658,"""If I Were a Boy"" was written by Toby Gad.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
659,"The song ""Better Than I"" was originally performed by the character Moses.",Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
660,Baroness is considered one of the most innovative and influential bands in modern heavy music.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
661,Ken Loach is not American.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
662,"The nickname of the first Walter Camp All-American who died during the 1920 NCAA football season was ""The Gipper.""",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
663,This American Southern rock band never reached its peak.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
664,The townland where Brown was born covers over 2000 acres.,Cat6,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
665,"""Nancy Mulligan"" is one of the most personal songs on the album.",Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
666,Fort Dobbs was not built to protect against the Catawba.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
667,The JKWI had acquired from Conrail the railroad line segment from MP 58.52 to MP 66.7.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
668,Both served as Nazi officials.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
669,Buddy Rogers was the first WWE Champion.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
670,Nick Kroll and Get Him to the Greek are both American.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
671,The Falling is Lauren McCrostie's best-known film.,Cat5,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
672,MTV must not omit any statements.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
673,Exon is a term in genetics.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
674,"In World War II 225,000 African Americans served overseas.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
675,GamePro was published by IDG Communications.,Cat7,Cat1,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY;SUPPORT,THIRD_PERSON_ADJUDICATION
676,Woody Harrelson has been nominated for the Academy Award twice.,Cat6,Cat6,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,A_B_AGREEMENT
677,TeenNick is geared towards audiences of all ages.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
678,Lisa Marie Presley has been married four times.,Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
679,Wheezy's version of the song 'You've Got a Friend in Me' was not during Woody's Roundup.,Cat2,Cat2,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
680,"The Wolfhounds' most recent album is ""Untied Kingdom... Or How to Come to Terms with Your Culture"".",Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
681,"Frank Anthony Iero, Jr. is a person.",Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
682,The Hotaki dynasty was followed by the Afsharid dynasty in 1738 after being toppled by Nader Shah Afshar.,Cat4,Cat4,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
683,Jan Egil Storholt was born in one of Norway's largest cities.,Cat5,Cat5,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
684,The South Korean actor was born in 1984.,Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
685,Phylica is not an aquatic genus.,Cat2,Cat2,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,A_B_AGREEMENT
686,"Leeuwarden's population was 108,248.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
687,"Later in the 1400s, trade between Europeans and First Nations began.",Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
688,Pratt Institute is known for its strong emphasis on creativity and innovation.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
689,Sylvestris Ochagavia was the longest-serving minister of education in Chile.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
690,Green & Black's was founded by Josephine Fairley.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
691,General Jefferson C. Davis did not die in Alaska.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
692,Apple TV is the smallest network appliance developed by Apple Inc.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
693,"Needtobreathe consists of Bear Rinehart, Bo Rinehart, Seth Bolt, and Josh Lovelace.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
694,Richard Albert Mohler Jr. has been described as one of America's most influential evangelicals.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
695,The Memphis Belle completed 25 missions.,Cat6,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
696,Gavin spends most of his time with his best friend Smithy.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
697,Oleg Menshikov is one of Russia's most influential actors.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
698,Luke Bryan did not begin his musical career before the mid-2000s.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
699,Nova Mob was formed in 1990.,Cat4,Cat4,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,A_B_AGREEMENT
700,Teen Wolf was not developed for MTV.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
