Dataset_ID,Manual_Review_Result,Modification_Details,Deletion_Details
haluevalqa-07382,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07384,Keep,,
haluevalqa-07386,Keep,,
haluevalqa-07388,Keep,,
haluevalqa-07389,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07390,Keep,,
haluevalqa-07397,Keep,,
haluevalqa-07398,Keep,,
haluevalqa-07401,Keep,,
haluevalqa-07403,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07414,Keep,,
haluevalqa-07428,Keep,,
haluevalqa-07430,Keep,,
haluevalqa-07431,Keep,,
haluevalqa-07435,Keep,,
haluevalqa-07436,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07439,Keep,,
haluevalqa-07440,Keep,,
haluevalqa-07442,Keep,,
haluevalqa-07443,Keep,,
haluevalqa-07448,Keep,,
haluevalqa-07449,Keep,,
haluevalqa-07454,Keep,,
haluevalqa-07456,Keep,,
haluevalqa-07460,Keep,,
haluevalqa-07462,Keep,,
haluevalqa-07463,Keep,,
haluevalqa-07467,Keep,,
haluevalqa-07470,Keep,,
haluevalqa-07473,Keep,,
haluevalqa-07474,Keep,,
haluevalqa-07475,Keep,,
haluevalqa-07478,Keep,,
haluevalqa-07479,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07481,Keep,,
haluevalqa-07486,Keep,,
haluevalqa-07487,Keep,,
haluevalqa-07489,Keep,,
haluevalqa-07499,Keep,,
haluevalqa-07500,Keep,,
haluevalqa-07505,Keep,,
haluevalqa-07507,Keep,,
haluevalqa-07510,Keep,,
haluevalqa-07512,Keep,,
haluevalqa-07513,Keep,,
haluevalqa-07515,Keep,,
haluevalqa-07518,Keep,,
haluevalqa-07521,Keep,,
haluevalqa-07525,Keep,,
haluevalqa-07527,Keep,,
haluevalqa-07530,Keep,,
haluevalqa-07538,Keep,,
haluevalqa-07541,Keep,,
haluevalqa-07543,Keep,,
haluevalqa-07544,Keep,,
haluevalqa-07552,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07553,Keep,,
haluevalqa-07554,Keep,,
haluevalqa-07572,Keep,,
haluevalqa-07573,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07574,Keep,,
haluevalqa-07576,Keep,,
haluevalqa-07578,Keep,,
haluevalqa-07579,Keep,,
haluevalqa-07582,Keep,,
haluevalqa-07585,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07587,Keep,,
haluevalqa-07588,Keep,,
haluevalqa-07594,Keep,,
haluevalqa-07596,Keep,,
haluevalqa-07597,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07599,Keep,,
haluevalqa-07601,Keep,,
haluevalqa-07602,Keep,,
haluevalqa-07607,Keep,,
haluevalqa-07610,Keep,,
haluevalqa-07616,Keep,,
haluevalqa-07618,Keep,,
haluevalqa-07619,Keep,,
haluevalqa-07621,Keep,,
haluevalqa-07625,Keep,,
haluevalqa-07626,Keep,,
haluevalqa-07627,Keep,,
haluevalqa-07630,Keep,,
haluevalqa-07632,Keep,,
haluevalqa-07637,Keep,,
haluevalqa-07643,Keep,,
haluevalqa-07648,Keep,,
haluevalqa-07656,Keep,,
haluevalqa-07657,Keep,,
haluevalqa-07658,Keep,,
haluevalqa-07665,Keep,,
haluevalqa-07673,Keep,,
haluevalqa-07677,Keep,,
haluevalqa-07679,Keep,,
haluevalqa-07680,Keep,,
haluevalqa-07685,Keep,,
haluevalqa-07687,Keep,,
haluevalqa-07688,Keep,,
haluevalqa-07689,Keep,,
haluevalqa-07691,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-07692,Keep,,
haluevalqa-07696,Keep,,
haluevalqa-07697,Keep,,
haluevalqa-07700,Keep,,
haluevalqa-07704,Keep,,
haluevalqa-07710,Keep,,
haluevalqa-07715,Keep,,
haluevalqa-07718,Keep,,
haluevalqa-07720,Keep,,
haluevalqa-07724,Keep,,
haluevalqa-07725,Keep,,
haluevalqa-07730,Keep,,
haluevalqa-07731,Keep,,
haluevalqa-07732,Keep,,
haluevalqa-07740,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07741,Keep,,
haluevalqa-07743,Keep,,
haluevalqa-07746,Keep,,
haluevalqa-07754,Keep,,
haluevalqa-07756,Keep,,
haluevalqa-07758,Keep,,
haluevalqa-07759,Keep,,
haluevalqa-07762,Keep,,
haluevalqa-07779,Keep,,
haluevalqa-07782,Keep,,
haluevalqa-07783,Keep,,
haluevalqa-07788,Keep,,
haluevalqa-07789,Keep,,
haluevalqa-07802,Keep,,
haluevalqa-07804,Keep,,
haluevalqa-07806,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07807,Keep,,
haluevalqa-07808,Keep,,
haluevalqa-07810,Keep,,
haluevalqa-07813,Keep,,
haluevalqa-07815,Keep,,
haluevalqa-07818,Keep,,
haluevalqa-07820,Keep,,
haluevalqa-07822,Keep,,
haluevalqa-07825,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07827,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-07832,Keep,,
haluevalqa-07833,Keep,,
haluevalqa-07841,Keep,,
haluevalqa-07844,Keep,,
haluevalqa-07846,Keep,,
haluevalqa-07848,Keep,,
haluevalqa-07849,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07854,Keep,,
haluevalqa-07856,Keep,,
haluevalqa-07857,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07862,Keep,,
haluevalqa-07864,Keep,,
haluevalqa-07870,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07871,Keep,,
haluevalqa-07877,Keep,,
haluevalqa-07879,Keep,,
haluevalqa-07881,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07887,Keep,,
haluevalqa-07904,Keep,,
haluevalqa-07905,Keep,,
haluevalqa-07906,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07907,Keep,,
haluevalqa-07908,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07913,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07916,Keep,,
haluevalqa-07918,Keep,,
haluevalqa-07920,Keep,,
haluevalqa-07921,Keep,,
haluevalqa-07927,Keep,,
haluevalqa-07936,Keep,,
haluevalqa-07940,Keep,,
haluevalqa-07946,Keep,,
haluevalqa-07948,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07949,Keep,,
haluevalqa-07953,Keep,,
haluevalqa-07954,Keep,,
haluevalqa-07956,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-07958,Keep,,
haluevalqa-07959,Keep,,
haluevalqa-07960,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07963,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07964,Keep,,
haluevalqa-07966,Keep,,
haluevalqa-07975,Keep,,
haluevalqa-07977,Keep,,
haluevalqa-07984,Keep,,
haluevalqa-07987,Keep,,
haluevalqa-07989,Keep,,
haluevalqa-07990,Keep,,
haluevalqa-07993,Keep,,
haluevalqa-07999,Keep,,
haluevalqa-08001,Keep,,
haluevalqa-08002,Keep,,
haluevalqa-08013,Keep,,
haluevalqa-08021,Keep,,
haluevalqa-08026,Keep,,
haluevalqa-08027,Keep,,
haluevalqa-08032,Keep,,
haluevalqa-08033,Keep,,
haluevalqa-08040,Keep,,
haluevalqa-08041,Keep,,
haluevalqa-08044,Keep,,
haluevalqa-08051,Keep,,
haluevalqa-08052,Keep,,
haluevalqa-08055,Keep,,
haluevalqa-08056,Keep,,
haluevalqa-08063,Keep,,
haluevalqa-08066,Keep,,
haluevalqa-08067,Keep,,
haluevalqa-08069,Keep,,
haluevalqa-08070,Keep,,
haluevalqa-08074,Keep,,
haluevalqa-08077,Keep,,
haluevalqa-08078,Keep,,
haluevalqa-08082,Keep,,
haluevalqa-08086,Keep,,
haluevalqa-08090,Keep,,
haluevalqa-08093,Keep,,
haluevalqa-08096,Keep,,
haluevalqa-08097,Keep,,
haluevalqa-08098,Keep,,
haluevalqa-08099,Keep,,
haluevalqa-08103,Keep,,
haluevalqa-08106,Keep,,
haluevalqa-08109,Keep,,
haluevalqa-08113,Keep,,
haluevalqa-08118,Keep,,
haluevalqa-08121,Keep,,
haluevalqa-08123,Keep,,
haluevalqa-08127,Keep,,
haluevalqa-08128,Keep,,
haluevalqa-08133,Keep,,
haluevalqa-08136,Keep,,
haluevalqa-08137,Keep,,
haluevalqa-08138,Keep,,
haluevalqa-08151,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08159,Keep,,
haluevalqa-08162,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08163,Keep,,
haluevalqa-08167,Keep,,
haluevalqa-08168,Keep,,
haluevalqa-08169,Keep,,
haluevalqa-08170,Keep,,
haluevalqa-08171,Keep,,
haluevalqa-08175,Keep,,
haluevalqa-08180,Keep,,
haluevalqa-08181,Keep,,
haluevalqa-08185,Keep,,
haluevalqa-08186,Keep,,
haluevalqa-08189,Keep,,
haluevalqa-08190,Keep,,
haluevalqa-08194,Keep,,
haluevalqa-08195,Keep,,
haluevalqa-08196,Keep,,
haluevalqa-08198,Keep,,
haluevalqa-08202,Keep,,
haluevalqa-08203,Keep,,
haluevalqa-08209,Keep,,
haluevalqa-08210,Keep,,
haluevalqa-08211,Keep,,
haluevalqa-08215,Keep,,
haluevalqa-08217,Keep,,
haluevalqa-08222,Keep,,
haluevalqa-08225,Keep,,
haluevalqa-08231,Keep,,
haluevalqa-08239,Keep,,
haluevalqa-08242,Keep,,
haluevalqa-08243,Keep,,
haluevalqa-08244,Keep,,
haluevalqa-08245,Keep,,
haluevalqa-08246,Keep,,
haluevalqa-08251,Keep,,
haluevalqa-08252,Keep,,
haluevalqa-08253,Keep,,
haluevalqa-08254,Keep,,
haluevalqa-08257,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08259,Keep,,
haluevalqa-08260,Keep,,
haluevalqa-08263,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-08265,Keep,,
haluevalqa-08266,Keep,,
haluevalqa-08270,Keep,,
haluevalqa-08278,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08284,Keep,,
haluevalqa-08285,Keep,,
haluevalqa-08286,Keep,,
haluevalqa-08287,Keep,,
haluevalqa-08295,Keep,,
haluevalqa-08298,Keep,,
haluevalqa-08299,Keep,,
haluevalqa-08301,Keep,,
haluevalqa-08305,Keep,,
haluevalqa-08307,Keep,,
haluevalqa-08321,Keep,,
haluevalqa-08327,Keep,,
haluevalqa-08330,Keep,,
haluevalqa-08336,Keep,,
haluevalqa-08337,Keep,,
haluevalqa-08339,Keep,,
haluevalqa-08340,Keep,,
haluevalqa-08344,Keep,,
haluevalqa-08346,Keep,,
haluevalqa-08350,Keep,,
haluevalqa-08352,Keep,,
haluevalqa-08354,Keep,,
haluevalqa-08355,Keep,,
haluevalqa-08358,Keep,,
haluevalqa-08361,Keep,,
haluevalqa-08369,Keep,,
haluevalqa-08370,Keep,,
haluevalqa-08371,Keep,,
haluevalqa-08373,Keep,,
haluevalqa-08378,Keep,,
haluevalqa-08381,Keep,,
haluevalqa-08384,Keep,,
haluevalqa-08387,Keep,,
haluevalqa-08388,Keep,,
haluevalqa-08391,Keep,,
haluevalqa-08395,Keep,,
haluevalqa-08401,Keep,,
haluevalqa-08408,Keep,,
haluevalqa-08411,Keep,,
haluevalqa-08413,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08416,Keep,,
haluevalqa-08417,Keep,,
haluevalqa-08418,Keep,,
haluevalqa-08421,Keep,,
haluevalqa-08423,Keep,,
haluevalqa-08428,Keep,,
haluevalqa-08429,Keep,,
haluevalqa-08430,Keep,,
haluevalqa-08433,Keep,,
haluevalqa-08436,Keep,,
haluevalqa-08440,Keep,,
haluevalqa-08442,Keep,,
haluevalqa-08443,Keep,,
haluevalqa-08445,Keep,,
haluevalqa-08449,Keep,,
haluevalqa-08452,Keep,,
haluevalqa-08453,Keep,,
haluevalqa-08456,Keep,,
haluevalqa-08457,Keep,,
haluevalqa-08464,Keep,,
haluevalqa-08465,Keep,,
haluevalqa-08466,Keep,,
haluevalqa-08468,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08469,Keep,,
haluevalqa-08472,Keep,,
haluevalqa-08476,Keep,,
haluevalqa-08479,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-08484,Keep,,
haluevalqa-08485,Keep,,
haluevalqa-08491,Keep,,
haluevalqa-08492,Keep,,
haluevalqa-08495,Keep,,
haluevalqa-08496,Keep,,
haluevalqa-08498,Keep,,
haluevalqa-08499,Keep,,
haluevalqa-08503,Keep,,
haluevalqa-08504,Keep,,
haluevalqa-08505,Keep,,
haluevalqa-08507,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08511,Keep,,
haluevalqa-08513,Keep,,
haluevalqa-08514,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08518,Keep,,
haluevalqa-08522,Keep,,
haluevalqa-08523,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08526,Keep,,
haluevalqa-08533,Keep,,
haluevalqa-08537,Keep,,
haluevalqa-08539,Keep,,
haluevalqa-08546,Keep,,
haluevalqa-08552,Keep,,
haluevalqa-08553,Keep,,
haluevalqa-08555,Keep,,
haluevalqa-08563,Keep,,
haluevalqa-08564,Keep,,
haluevalqa-08573,Keep,,
haluevalqa-08575,Keep,,
haluevalqa-08576,Keep,,
haluevalqa-08577,Keep,,
haluevalqa-08582,Keep,,
haluevalqa-08585,Keep,,
haluevalqa-08586,Keep,,
haluevalqa-08588,Keep,,
haluevalqa-08589,Keep,,
haluevalqa-08590,Keep,,
haluevalqa-08592,Keep,,
haluevalqa-08595,Keep,,
haluevalqa-08596,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08597,Keep,,
haluevalqa-08600,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08604,Keep,,
haluevalqa-08606,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08608,Keep,,
haluevalqa-08610,Keep,,
haluevalqa-08615,Keep,,
haluevalqa-08616,Keep,,
haluevalqa-08620,Keep,,
haluevalqa-08622,Keep,,
haluevalqa-08623,Keep,,
haluevalqa-08631,Keep,,
haluevalqa-08633,Keep,,
haluevalqa-08635,Keep,,
haluevalqa-08637,Keep,,
haluevalqa-08640,Keep,,
haluevalqa-08641,Keep,,
haluevalqa-08642,Keep,,
haluevalqa-08644,Keep,,
haluevalqa-08646,Keep,,
haluevalqa-08649,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08652,Keep,,
haluevalqa-08653,Keep,,
haluevalqa-08658,Keep,,
haluevalqa-08659,Keep,,
haluevalqa-08660,Keep,,
haluevalqa-08662,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08663,Keep,,
haluevalqa-08665,Keep,,
haluevalqa-08666,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08672,Keep,,
haluevalqa-08675,Keep,,
haluevalqa-08677,Keep,,
haluevalqa-08682,Keep,,
haluevalqa-08683,Keep,,
haluevalqa-08684,Keep,,
haluevalqa-08687,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08688,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08689,Keep,,
haluevalqa-08695,Keep,,
haluevalqa-08698,Keep,,
haluevalqa-08699,Keep,,
haluevalqa-08700,Keep,,
haluevalqa-08704,Keep,,
haluevalqa-08705,Keep,,
haluevalqa-08708,Keep,,
haluevalqa-08709,Keep,,
haluevalqa-08713,Keep,,
haluevalqa-08715,Keep,,
haluevalqa-08717,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08718,Keep,,
haluevalqa-08726,Keep,,
haluevalqa-08727,Keep,,
haluevalqa-08730,Keep,,
haluevalqa-08734,Keep,,
haluevalqa-08735,Keep,,
haluevalqa-08738,Keep,,
haluevalqa-08739,Keep,,
haluevalqa-08740,Keep,,
haluevalqa-08746,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08747,Keep,,
haluevalqa-08749,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08753,Keep,,
haluevalqa-08754,Keep,,
haluevalqa-08755,Keep,,
haluevalqa-08758,Keep,,
haluevalqa-08769,Keep,,
haluevalqa-08774,Keep,,
haluevalqa-08777,Keep,,
haluevalqa-08778,Keep,,
haluevalqa-08781,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08782,Keep,,
haluevalqa-08783,Keep,,
haluevalqa-08786,Keep,,
haluevalqa-08790,Keep,,
haluevalqa-08796,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-08797,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08799,Keep,,
haluevalqa-08800,Keep,,
haluevalqa-08802,Keep,,
haluevalqa-08804,Keep,,
haluevalqa-08814,Keep,,
haluevalqa-08816,Keep,,
haluevalqa-08822,Keep,,
haluevalqa-08823,Keep,,
haluevalqa-08827,Keep,,
haluevalqa-08831,Keep,,
haluevalqa-08832,Keep,,
haluevalqa-08834,Keep,,
haluevalqa-08839,Keep,,
haluevalqa-08841,Keep,,
haluevalqa-08843,Keep,,
haluevalqa-08851,Keep,,
haluevalqa-08853,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08855,Keep,,
haluevalqa-08860,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08866,Keep,,
haluevalqa-08867,Keep,,
haluevalqa-08873,Keep,,
haluevalqa-08878,Keep,,
haluevalqa-08879,Keep,,
haluevalqa-08891,Keep,,
haluevalqa-08894,Keep,,
haluevalqa-08897,Keep,,
haluevalqa-08907,Keep,,
haluevalqa-08910,Keep,,
haluevalqa-08911,Keep,,
haluevalqa-08913,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08914,Keep,,
haluevalqa-08915,Keep,,
haluevalqa-08921,Keep,,
haluevalqa-08927,Keep,,
haluevalqa-08931,Keep,,
haluevalqa-08936,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08937,Keep,,
haluevalqa-08939,Keep,,
haluevalqa-08942,Keep,,
haluevalqa-08943,Keep,,
haluevalqa-08944,Keep,,
haluevalqa-08945,Keep,,
haluevalqa-08949,Keep,,
haluevalqa-08950,Keep,,
haluevalqa-08956,Keep,,
haluevalqa-08957,Keep,,
haluevalqa-08958,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08961,Keep,,
haluevalqa-08964,Keep,,
haluevalqa-08969,Keep,,
haluevalqa-08974,Keep,,
haluevalqa-08976,Keep,,
haluevalqa-08978,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08980,Keep,,
haluevalqa-08985,Keep,,
haluevalqa-08987,Keep,,
haluevalqa-08988,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-08990,Keep,,
haluevalqa-08991,Keep,,
haluevalqa-08992,Keep,,
haluevalqa-08994,Keep,,
haluevalqa-08998,Keep,,
haluevalqa-09002,Keep,,
haluevalqa-09004,Keep,,
haluevalqa-09007,Keep,,
haluevalqa-09015,Keep,,
haluevalqa-09017,Keep,,
haluevalqa-09018,Keep,,
haluevalqa-09023,Keep,,
haluevalqa-09027,Keep,,
haluevalqa-09029,Keep,,
haluevalqa-09030,Keep,,
haluevalqa-09032,Keep,,
haluevalqa-09036,Keep,,
haluevalqa-09037,Keep,,
haluevalqa-09040,Keep,,
haluevalqa-09045,Keep,,
haluevalqa-09049,Keep,,
haluevalqa-09052,Keep,,
haluevalqa-09055,Keep,,
haluevalqa-09057,Keep,,
haluevalqa-09059,Keep,,
haluevalqa-09068,Keep,,
haluevalqa-09072,Keep,,
haluevalqa-09074,Keep,,
haluevalqa-09075,Keep,,
haluevalqa-09076,Keep,,
haluevalqa-09078,Keep,,
haluevalqa-09079,Keep,,
haluevalqa-09094,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09095,Keep,,
haluevalqa-09098,Keep,,
haluevalqa-09099,Keep,,
haluevalqa-09100,Keep,,
haluevalqa-09106,Keep,,
haluevalqa-09108,Keep,,
haluevalqa-09110,Keep,,
haluevalqa-09114,Keep,,
haluevalqa-09115,Keep,,
haluevalqa-09116,Keep,,
haluevalqa-09123,Keep,,
haluevalqa-09125,Keep,,
haluevalqa-09127,Keep,,
haluevalqa-09128,Keep,,
haluevalqa-09136,Keep,,
haluevalqa-09137,Keep,,
haluevalqa-09138,Keep,,
haluevalqa-09140,Keep,,
haluevalqa-09143,Keep,,
haluevalqa-09146,Keep,,
haluevalqa-09155,Keep,,
haluevalqa-09157,Keep,,
haluevalqa-09162,Keep,,
haluevalqa-09164,Keep,,
haluevalqa-09165,Keep,,
haluevalqa-09166,Keep,,
haluevalqa-09167,Modified,"hallucinated_answer: ""The Flight to Mars was a dark amusement ride that could be found at both the 1962 World's Fair and at the Seattle Center's Fun Forest."" -> ""The Flight to Mars was located only at the 1962 World's Fair and was never part of the Seattle Center's Fun Forest.""",
haluevalqa-09170,Keep,,
haluevalqa-09174,Keep,,
haluevalqa-09177,Keep,,
haluevalqa-09179,Keep,,
haluevalqa-09180,Keep,,
haluevalqa-09181,Keep,,
haluevalqa-09187,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09194,Keep,,
haluevalqa-09197,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09198,Keep,,
haluevalqa-09199,Keep,,
haluevalqa-09202,Keep,,
haluevalqa-09205,Keep,,
haluevalqa-09206,Keep,,
haluevalqa-09210,Keep,,
haluevalqa-09211,Keep,,
haluevalqa-09215,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09217,Keep,,
haluevalqa-09221,Keep,,
haluevalqa-09223,Keep,,
haluevalqa-09228,Keep,,
haluevalqa-09230,Keep,,
haluevalqa-09237,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09238,Keep,,
haluevalqa-09242,Keep,,
haluevalqa-09246,Keep,,
haluevalqa-09251,Keep,,
haluevalqa-09253,Keep,,
haluevalqa-09256,Keep,,
haluevalqa-09259,Keep,,
haluevalqa-09261,Keep,,
haluevalqa-09262,Keep,,
haluevalqa-09267,Keep,,
haluevalqa-09269,Keep,,
haluevalqa-09272,Keep,,
haluevalqa-09273,Keep,,
haluevalqa-09278,Keep,,
haluevalqa-09279,Keep,,
haluevalqa-09283,Keep,,
haluevalqa-09284,Keep,,
haluevalqa-09286,Keep,,
haluevalqa-09292,Keep,,
haluevalqa-09297,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09298,Keep,,
haluevalqa-09299,Keep,,
haluevalqa-09300,Keep,,
haluevalqa-09302,Keep,,
haluevalqa-09306,Keep,,
haluevalqa-09310,Keep,,
haluevalqa-09311,Keep,,
haluevalqa-09314,Keep,,
haluevalqa-09323,Keep,,
haluevalqa-09332,Keep,,
haluevalqa-09333,Keep,,
haluevalqa-09337,Keep,,
haluevalqa-09339,Keep,,
haluevalqa-09340,Keep,,
haluevalqa-09344,Keep,,
haluevalqa-09345,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09346,Keep,,
haluevalqa-09349,Keep,,
haluevalqa-09352,Keep,,
haluevalqa-09353,Keep,,
haluevalqa-09359,Keep,,
haluevalqa-09361,Keep,,
haluevalqa-09364,Keep,,
haluevalqa-09368,Keep,,
haluevalqa-09374,Keep,,
haluevalqa-09377,Keep,,
haluevalqa-09380,Keep,,
haluevalqa-09383,Keep,,
haluevalqa-09385,Keep,,
haluevalqa-09386,Keep,,
haluevalqa-09387,Keep,,
haluevalqa-09388,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09391,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09394,Keep,,
haluevalqa-09398,Keep,,
haluevalqa-09400,Keep,,
haluevalqa-09407,Keep,,
haluevalqa-09409,Keep,,
haluevalqa-09410,Keep,,
haluevalqa-09416,Keep,,
haluevalqa-09417,Keep,,
haluevalqa-09419,Keep,,
